,Title,Author,Issue,Type ,Description,Date
671,Tomorrow's Law Libraries: Academic Law Librarians Forging the Way to the Future in the New World of Legal Education,"Burchfield, Jessie Wallace",Issue 1,article,,2021
672,"Female Law Librarians as Pioneer Women Law Professors: A (Belated) Response to Dean Kay, with Some Suggested Additions to Her Canonical List","Risinger, D. Michael",Issue 1,article,,2021
673,One Vote Away: How a Single Supreme Court Seat Can Change History,"Eaton, Tracy",Issue 1,reviews,Review Article: Keeping up with New Legal Titles,2021
674,Algorithms and Law,"Abdullah, Aamir S.",Issue 1,reviews,Review Article: Keeping up with New Legal Titles,2021
675,"The Price of Justice: Money, Morals, and Ethical Reform in the Law","Huderson-Poydras, Phebe E.",Issue 1,reviews,Review Article: Keeping up with New Legal Titles,2021
676,Hate Crimes: A Legal Research Guide,"Thurston, Alyssa",Issue 1,reviews,Review Article: Keeping up with New Legal Titles,2021
677,Key Directions in Legal Education: National and International Perspectives,"Silverman, Sue",Issue 1,reviews,Review Article: Keeping up with New Legal Titles,2021
678,"Digital Punishment: Privacy, Stigma, and the Harms of Data-Driven Criminal Justice","Seidler, Rena K.",Issue 1,reviews,Review Article: Keeping up with New Legal Titles,2021
679,Upgrade Your Teaching: Understanding by Design Meets Neuroscience,"Blechner, A. J.",Issue 1,reviews,Review Article: Keeping up with New Legal Titles,2021
680,Constitutional Orphan: Gender Equality and the Nineteenth Amendment,"Talley, Nancy B.",Issue 1,reviews,Review Article: Keeping up with New Legal Titles,2021
681,The Enigma of Clarence Thomas,"Parks, Stephen",Issue 1,reviews,Review Article: Keeping up with New Legal Titles,2021
682,Law and Reputation: How the Legal System Shapes Behavior by Producing Information,"Strickland, Melissa",Issue 1,reviews,Review Article: Keeping up with New Legal Titles,2021
683,As the World Burns: The New Generation of Activists and the Landmark Legal Fight against Climate Change,"Timko, Matt",Issue 1,reviews,Review Article: Keeping up with New Legal Titles,2021
684,American Contagions: Epidemics and the Law from Smallpox to COVID-19,"Segota, Courtney",Issue 1,reviews,Review Article: Keeping up with New Legal Titles,2021
685,Memorial: Yvonne Jeannette Chandler (1957-2020),"Hart, Edward T.",Issue 1,article,Features,2021
686,Memorial: Yvonne Jeannette Chandler (1957-2020),"Jones, Yolanda Patrice",Issue 1,article,Features,2021
687,Memorial: Yvonne Jeannette Chandler (1957-2020),"Winston, Cornell H.",Issue 1,article,Features,2021
688,Memorial: Yvonne Jeannette Chandler (1957-2020),"Stiverson, Keith Ann",Issue 1,article,Features,2021
689,Memorial: Yvonne Jeannette Chandler (1957-2020),"Quarles, Brandon D.",Issue 1,article,Features,2021
690,Memorial: Yvonne Jeannette Chandler (1957-2020),"Villagran, Michele A. L.",Issue 1,article,Features,2021
691,Memorial: Daniel Lawrence Wade (1944-2020),"Shapiro, Fred R.",Issue 1,article,Features,2021
692,Memorial: Daniel Lawrence Wade (1944-2020),"Olejnikova, Lucie",Issue 1,article,Features,2021
693,Memorial: Daniel Lawrence Wade (1944-2020),"Nann, John",Issue 1,article,Features,2021
694,Memorial: Daniel Lawrence Wade (1944-2020),"Kellett, Cate",Issue 1,article,Features,2021
695,Memorial: Daniel Lawrence Wade (1944-2020),"Ma, Evelyn",Issue 1,article,Features,2021
696,Memorial: Daniel Lawrence Wade (1944-2020),"Miguel-Stearns, Teresa M.",Issue 1,article,Features,2021
697,Memorial: Daniel Lawrence Wade (1944-2020),"Engsberg, Mark",Issue 1,article,Features,2021
698,Memorial: Daniel Lawrence Wade (1944-2020),"Thompson, Tracy L.",Issue 1,article,Features,2021
699,Memorial: Daniel Lawrence Wade (1944-2020),"Rudolf, Kenneth",Issue 1,article,Features,2021
700,Memorial: Daniel Lawrence Wade (1944-2020),"Silk, James J.",Issue 1,article,Features,2021
701,Memorial: Daniel Lawrence Wade (1944-2020),"Wade, Carol",Issue 1,article,Features,2021
702,Legal Research and Its Discontents: A Bibliographic Essay on Critical Approaches to Legal Research,"Mignanelli, Nicholas",Issue 2,article,,2021
703,Academic Law Libraries' New Frontier - The Post-Truth Cognitive Bias Challenge and Calls for Behavioral and Structural Reforms,"Yoo, Kwanghyuk",Issue 2,article,,2021
704,The Digital Edge; Kennedy-Mighell Report,"Rector, Aubrey",Issue 2,reviews,Review Article: Keeping up with New Legal Titles,2021
705,Fight of the Century: Writers Reflect on 100 Years of Landmark ACLU Cases,"Noel, Joe",Issue 2,reviews,Review Article: Keeping up with New Legal Titles,2021
706,A Place for Everything: The Curious History of Alphabetical Order,"Schneider, Barbara",Issue 2,reviews,Review Article: Keeping up with New Legal Titles,2021
707,Mine! How the Hidden Rules of Ownership Control Our Lives,"Flyntz, Matthew E.",Issue 2,reviews,Review Article: Keeping up with New Legal Titles,2021
708,Prison Theater and the Global Crisis of Incarceration,"Stewart, Ashley Evans",Issue 2,reviews,Review Article: Keeping up with New Legal Titles,2021
709,Social Media and Democracy: The State of the Field and Prospects for Reform,"Bassett, Cynthia W.",Issue 2,reviews,Review Article: Keeping up with New Legal Titles,2021
710,Taking Back the Constitution: Activist Judges and the next Age of American Law,"Janes, Judy C.",Issue 2,reviews,Review Article: Keeping up with New Legal Titles,2021
711,Bold Minds: Library Leadership in a Time of Disruption,"Landon, Natasha Marie",Issue 2,reviews,Review Article: Keeping up with New Legal Titles,2021
712,Protecting Our Spaces of Memory: Rediscovering the Seneca Nation Settlement Act through Archives,"Chapman, Rebecca",Issue 3,article,,2021
713,Comparing the United States Code Annotated and the United States Code Service Using Inferential Statistics: Are Their Annotations Equal?,"Marcum, Emily",Issue 3,article,,2021
714,Modern Legal Scholarship: A Guide to Producing and Publishing Scholarly and Professional Writing,"Brown, Katie",Issue 3,reviews,Review Article: Keeping up with New Legal Titles,2021
715,Deconstructing Service in Libraries: Intersections of Identities and Expectations,"Bournoutian, Narine",Issue 3,reviews,Review Article: Keeping up with New Legal Titles,2021
716,Five Words That Changed America: Miranda v. Arizona and the Right to Remain Silent,"Petite, SaraJean",Issue 3,reviews,Review Article: Keeping up with New Legal Titles,2021
717,Lyrics in the Law: Music's Influence on America's Courts,"Rosen, Louis M.",Issue 3,reviews,Review Article: Keeping up with New Legal Titles,2021
718,A World without Email: Reimagining Work in an Age of Communication Overload,"Miguel-Stearns, Teresa",Issue 3,reviews,Review Article: Keeping up with New Legal Titles,2021
719,The Lost Translators of 1808 and the Birth of Civil Law in Louisiana,"Gualtier, Susan",Issue 3,reviews,Review Article: Keeping up with New Legal Titles,2021
720,"Break 'Em Up: Recovering Our Freedom from Big Ag, Big Tech, and Big Money","Park, Christine",Issue 3,reviews,Review Article: Keeping up with New Legal Titles,2021
721,Hamilton and the Law: Reading Today's Most Contentious Legal Issues through the Hit Musical,"Murphy, Miriam A.",Issue 3,reviews,Review Article: Keeping up with New Legal Titles,2021
722,"The Color of Creatorship: Intellectual Property, Race, and the Making of Americans","Stoddard, Morgan M.",Issue 3,reviews,Review Article: Keeping up with New Legal Titles,2021
723,Abortion and the Law in America: Roe v. Wade to the Present,"Baker, Olli S.",Issue 3,reviews,Review Article: Keeping up with New Legal Titles,2021
724,"Law Libraries Are ""Knowledge Institutions Supporting Democracy""","Hart, Edward T.",Issue 4,comments,Symposium,2021
725,An Ecological and Holistic Analysis of the Epistemic Value of Law Libraries,"Callister, Paul D.",Issue 4,article,"Symposium: Law Libraries Are ""Knowledge Institutions Supporting Democracy""",2021
726,An Ecological and Holistic Analysis of the Epistemic Value of Law Libraries,"Neacsu, Dana",Issue 4,article,"Symposium: Law Libraries Are ""Knowledge Institutions Supporting Democracy""",2021
727,A Place of One's Own: How Law Libraries Support Democracy by Protecting Citizens' Right to Read,"Emerson, Amy A.",Issue 4,article,"Symposium: Law Libraries Are ""Knowledge Institutions Supporting Democracy""",2021
728,"An Informal Exploration of How Academic Law Libraries Curate Research Guides to Support Democracy, Rule of Law, and the Legal System","Phillips, Kara Lea",Issue 4,article,"Symposium: Law Libraries Are ""Knowledge Institutions Supporting Democracy""",2021
729,"National Security, Leaks and Freedom of the Press: The Pentagon Papers Fifty Years on","Pittman, Aimee Self",Issue 4,reviews,Review Article: Keeping up with New Legal Titles,2021
730,Crisis Lawyering: Effective Legal Advocacy in Emergency Situations,"Wechsler, Gail",Issue 4,reviews,Review Article: Keeping up with New Legal Titles,2021
731,Movie Therapy for Law Students: Are You Ready for Law School? Prepare for Law School by Watching Movies,"Dulac, Christine I.",Issue 4,reviews,Review Article: Keeping up with New Legal Titles,2021
732,Integrating Doctrine and Diversity: Inclusion and Equity in the Law School Classroom,"McKimmy, Chelsey",Issue 4,reviews,Review Article: Keeping up with New Legal Titles,2021
733,Runaway Technology: Can Law Keep up?,"Radthorne, Daniel",Issue 4,reviews,Review Article: Keeping up with New Legal Titles,2021
734,Dress Codes: How the Laws of Fashion Made History,"Bowersox, Christine",Issue 4,reviews,Review Article: Keeping up with New Legal Titles,2021
735,The Black Book of Justice Holmes: Text Transcript & Commentary,"Pruitt, Paul Jr.",Issue 4,reviews,Review Article: Keeping up with New Legal Titles,2021
736,Knowledge Justice: Disrupting Librarian and Information Studies through Critical Race Theory,"Mignanelli, Nicholas",Issue 4,reviews,Review Article: Keeping up with New Legal Titles,2021
737,NCLC Digital Library,"Ross, Eve",Issue 4,reviews,Review Article: Keeping up with New Legal Titles,2021
738,"Remaking Appalachia: Ecosocialism, Ecofeminism, and Law","Kiel-Morse, Margaret",Issue 4,reviews,Review Article: Keeping up with New Legal Titles,2021
739,Free Speech in the Balance,"Gotschall, Sarah",Issue 4,reviews,Review Article: Keeping up with New Legal Titles,2021
740,Hunting and Gathering on the Legal Information Savannah,"Mart, Susan Nevelow",Issue 1,article,,2022
741,Hunting and Gathering on the Legal Information Savannah,"Litzler, Adam",Issue 1,article,,2022
742,Hunting and Gathering on the Legal Information Savannah,"Gunderman, David",Issue 1,article,,2022
743,A History of the West Nutshells,"Jarvis, Robert M.",Issue 1,article,,2022
744,"Applying Motivation Theory to Improve 1Ls' Motivation, Self-Efficacy, and Skill Mastery","Preuss, Nathan A.",Issue 1,article,,2022
745,"Kennedy's Avenger: Assassination, Conspiracy, and the Forgotten Trial of Jack Ruby","Hart, Edward T.",Issue 1,reviews,Review Article: Keeping up with New Legal Titles,2022
746,"Fandom and the Law: A Guide to Fan Fiction, Art, Film & Cosplay","Berg, Eric C.",Issue 1,reviews,Review Article: Keeping up with New Legal Titles,2022
747,The Book of Trespass: Crossing the Lines That Divide Us,"Condit, Cynthia",Issue 1,reviews,Review Article: Keeping up with New Legal Titles,2022
748,Introduction to Law Librarianship,"Wharton, Amy A.",Issue 1,reviews,Review Article: Keeping up with New Legal Titles,2022
749,Law and Economics in Jane Austen,"Davis, Judy K.",Issue 1,reviews,Review Article: Keeping up with New Legal Titles,2022
750,Advancing a Culture of Creativity in Libraries,"Wood, Emma",Issue 1,reviews,Review Article: Keeping up with New Legal Titles,2022
751,"Promises to Keep: African-Americans and the Constitutional Order, 1776 to the Present, Second Edition","Janto, Joyce Manna",Issue 1,reviews,Review Article: Keeping up with New Legal Titles,2022
752,Pro Say Podcast,"Gras, Sara",Issue 1,reviews,Review Article: Keeping up with New Legal Titles,2022
753,COVID-19 in Asia: Law and Policy Contexts,"Bahnson, Jane P.",Issue 1,reviews,Review Article: Keeping up with New Legal Titles,2022
754,Armed Citizens: The Road from Ancient Rome to the Second Amendment,"Neely, Matthew",Issue 1,reviews,Review Article: Keeping up with New Legal Titles,2022
755,On File with: Challenges of Inaccessible References,"Williams, Austin Martin",Issue 2,article,,2022
756,"Restoring the Balance of Copyright: Antitrust, Misuse, and Other Possible Paths to Challenge Inequitable Licensing Practices","Wu, Michelle M.",Issue 2,article,,2022
757,Precedential Power Policies,"Walker, David C.",Issue 2,article,,2022
758,Overview of Access to Justice via Public Law Libraries in New York State,"Hall, Lise Hamilton",Issue 2,article,,2022
759,The Second: Race and Guns in a Fatally Unequal America,"Runge, Franklin L.",Issue 2,reviews,Review Article: Keeping up with New Legal Titles,2022
760,"A Civility-Based Model for New Lawyers: Understanding Your Moral Compass, Interpersonal Skills, and Ethical Inventory before Practicing Law","Kammer, Sarah E.",Issue 2,reviews,Review Article: Keeping up with New Legal Titles,2022
761,Punishment without Trial: Why Plea Bargaining Is a Bad Deal,"Arado, Therese A. Clarke",Issue 2,reviews,Review Article: Keeping up with New Legal Titles,2022
762,To Drink from the Well: The Struggle for Racial Equality at the Nation's Oldest Public University,"Nixon, Donna L.",Issue 2,reviews,Review Article: Keeping up with New Legal Titles,2022
763,"Gerrymandering the States: Partisanship, Race, and the Transformation of American Federalism","Galeczka, Christopher M.",Issue 2,reviews,Review Article: Keeping up with New Legal Titles,2022
764,Rethinking Environmental Law: Why Environmental Laws Should Conform to the Laws of Nature,"Hennen, Alisha",Issue 2,reviews,Review Article: Keeping up with New Legal Titles,2022
765,Along Came Google: A History of Library Digitization,"Ross, Laura Gach",Issue 2,reviews,Review Article: Keeping up with New Legal Titles,2022
766,A Pattern of Violence: How the Law Classifies Crimes and What It Means for Justice,"Carson, Tamara",Issue 2,reviews,Review Article: Keeping up with New Legal Titles,2022
767,"Judges, Technology and Artificial Intelligence: The Artificial Judge","Fordon, Rebecca",Issue 2,reviews,Review Article: Keeping up with New Legal Titles,2022
768,Who Decides? States as Laboratories of Constitutional Experimentation,"Placzek, Sandra B.",Issue 2,reviews,Review Article: Keeping up with New Legal Titles,2022
769,Assessment of Teaching and Learning: A Comprehensive Guidebook for Law Schools,"Marks, Taryn",Issue 2,reviews,Review Article: Keeping up with New Legal Titles,2022
770,"The History of Oregon's So-Called ""Sanctuary"" Law","Ching, Tina S.",Issue 3,article,,2022
771,The Right to Access Legal Information: Progress and Evolving Norms in a Digital Age,"Kuehl, Heidi Frostestad",Issue 3,article,,2022
772,Bolstering the Asian American Law Library Collection: A Collection Development Guide,"Cheney, Mari",Issue 3,article,,2022
773,Bolstering the Asian American Law Library Collection: A Collection Development Guide,"Lee, Mandy",Issue 3,article,,2022
